Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Calf,Standing Wall Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Toe Up Achilles Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Toe Flexor Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Gastrocnemius Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Single Heel Drop Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Seated Straight Leg Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Seated Straight Leg Calf Stretch,Easy,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Calf,Lunging Straight Leg Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Posterior Tibialis Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Foot and Ankles Stretches,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Foot and Ankle Rotation,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Calves Stretch Static Position,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Single Leg Calves Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Calf Stretch With Rope,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Crouching Heel Back Calf Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Crouching Heel Back Calf Stretch,Easy,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Chest Supported Dumbbell Front Raises,Medium,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Full Body,Barbell Jump Squat,Hard,Barbell,High,Full Body,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,Barbell Jump Squat,Hard,Barbell,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Barbell Jump Squat,Hard,Barbell,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Side Bent,Easy,None,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,One-Arm Dumbbell Upright Row,Medium,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Trapezius,One-Arm Dumbbell Upright Row,Medium,Dumbbell,Moderate,Shoulders,,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Leg Scissors,Easy,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Abdominal Bracing,Easy,None,Low,Core,None,5 minutes,1 minute,Isometric,10,Increase duration,Low
Yoga,Abdominal Bracing,Easy,,Low,Core,,5 minutes,1 minute,Isometric,10,Increase duration,Low
Shoulders,Single Arm Arnold Press,Medium,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Cable Kneeling Biceps Curl,Medium,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Yoga,Double Pigeon Pose,Easy,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Frog Pose,Easy,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Frog Pose,Easy,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Frog Pose,Easy,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Chest,Kneeling Landmine Press,Medium,Landmine,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kneeling Landmine Press,Medium,Landmine,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Pike Push-Up Between Chairs,Medium,None,Moderate,Chest,Shoulders,8 minutes,2 minutes,Strength,80,Increase reps,Low
Shoulders,Pike Push-Up Between Chairs,Medium,,Moderate,Chest,Shoulders,8 minutes,2 minutes,Strength,80,Increase reps,Low
Calisthenic,Handstand Walk,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Full Body,Handstand Walk,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase duration,High
Calisthenic,Handstand,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Full Body,Handstand,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase duration,High
Hip,ATG Split Squat,Hard,None,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,ATG Split Squat,Hard,,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Full Body,Kettlebell Clean and Press,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,Kettlebell Clean and Press,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Kettlebell Clean and Press,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Kettlebell Clean and Press,Hard,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Dumbbell Z Press,Medium,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Seated Piriformis Stretch,Easy,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Seated Piriformis Stretch,Easy,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Barbell Pin Front Squat,Hard,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Barbell Pin Front Squat,Hard,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Cable Y Raise,Medium,Cable Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Trapezius,Cable Y Raise,Medium,Cable Machine,Moderate,Shoulders,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Lying Toe Touches,Easy,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Climbing Monkey Bars,Easy,None,Low,Back,None,10 minutes,2 minutes,Strength,80,None,Low
Full Body,Climbing Monkey Bars,Easy,,Low,Back,,10 minutes,2 minutes,Strength,80,,Low
Back / Wing,Supine Spinal Twist,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Supine Spinal Twist,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Supine Spinal Twist,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Leg,Heel Touch Side Kick Squat,Medium,None,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Shoulders,Alternate Dumbbell Lateral Raise,Medium,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Back Slaps Wrap Around Stretch,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Back Slaps Wrap Around Stretch,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Back Slaps Wrap Around Stretch,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Chest,Reaction Ball Throw,Easy,Reaction Ball,Low,Chest,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,Reaction Ball Throw,Easy,Reaction Ball,Low,Chest,,8 minutes,1 minute,Strength,70,Increase duration,Low
Triceps,Reaction Ball Throw,Easy,Reaction Ball,Low,Chest,,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,Front Rack PVC Stretch,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Bodyweight Row in Doorway,Easy,None,Low,Back,None,10 minutes,2 minutes,Strength,80,None,Low
Back / Wing,Lever High Row,Medium,Lever Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Lever High Row,Medium,Lever Machine,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Dumbbell Floor Wipers,Medium,Dumbbell,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Hip,Hip Extension On Bench,Easy,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Calf,Seated Calf Press on Leg Press Machine,Medium,Leg Press Machine,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Single Calf Raise on Leg Press Machine,Medium,Leg Press Machine,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Donkey Kick on Smith Machine,Medium,Smith Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Glute Bridge on Bench,Medium,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Cardio,Stationary Bike Run,Easy,Stationary Bike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Donkey Kick on Leg Extension Machine,Medium,Leg Extension Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Hip Thrust on The Leg Extension Machine,Medium,Leg Extension Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Hip Thrust Machine,Medium,Hip Thrust Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Squat on The Abductor Machine,Medium,Abductor Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Barbell Single Leg Hip Thrust,Medium,Barbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Incline Dumbbell Hammer Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Pelvic Tilt,Beginner,None,Low,Hips,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Hip,Glute Bridge One Leg on Bench,Intermediate,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Hip,Unilateral Bridge,Intermediate,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Abs,Side Bridge Hip Abduction,Intermediate,None,Moderate,Core,Glutes,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Side Bridge Hip Abduction,Intermediate,,Moderate,Core,Glutes,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Straight Leg Kickback,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,Hands Bike,Beginner,Hands Bike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Chest,Seated Cable Chest Press,Intermediate,Cable Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Seated Cable Close Grip Chest Press,Intermediate,Cable Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Cable Half Kneeling Pallof Press,Intermediate,Cable Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Chest,Cable Half Kneeling Pallof Press,Intermediate,Cable Machine,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Shoulders,Cable Half Kneeling Pallof Press,Intermediate,Cable Machine,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Cardio,Squat Tuck Jump,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Decline Bench Dumbbell Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Decline Bench Dumbbell Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Standing Triceps Stretch,Beginner,None,Low,Triceps,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Chest and Front of Shoulder Stretch,Beginner,None,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Chest and Front of Shoulder Stretch,Beginner,,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,,Low
Calisthenic,Forearm Push-up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Forearm Push-up,Intermediate,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Triceps,Forearm Push-up,Intermediate,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Plate Loaded Seated Row,Intermediate,Plate Loaded Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Cable Two Arm Curl on Incline Bench,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Chin Up Around the Bar,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Biceps,Chin Up Around the Bar,Advanced,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Hip,Banded Standing Glute Kickback,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Seated Hip Abduction,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Single Leg Glute Bridge,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Glute Bridge,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,EZ-Bar Bent Arm Pullover,Intermediate,EZ-Bar,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Triceps,EZ-Bar Bent Arm Pullover,Intermediate,EZ-Bar,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Lateral Leg Swings,Beginner,None,Low,Hips,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Leg,Lateral Leg Swings,Beginner,,Low,Hips,,5 minutes,1 minute,Strength,10,Increase duration,Low
Biceps,Elbow Flexion,Beginner,None,Low,Biceps,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Shoulder External Rotation,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Shoulder Internal Rotation,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Lateral Raise with Towel on Wall,Beginner,Towel,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Alternating Shoulder Flexion,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Hip,Banded Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Banded Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Band Side Lying Clam,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Resistance Band Lateral Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Resistance Band Lateral Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Banded Glute Kickbacks,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Donkey Kicks,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Thigh Fly,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Band Side Lying Leg Lift,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Banded Fire Hydrant,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Cable Pulldown Biceps Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kneeling Jump Squat,Intermediate,None,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Kneeling Jump Squat,Intermediate,,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Banded Split Squat,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Kettlebell Goblet Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Banded Kettlebell Goblet Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Banded Lunge,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Banded Leg Curl,Intermediate,Resistance Band,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Standing Single Leg Curl Machine,Intermediate,Single Leg Curl Machine,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Decline Dumbbell Leg Curl,Intermediate,Dumbbell,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Low Cable Tricep Kickback,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Banded Shoulder External Rotation,Intermediate,Resistance Band,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Shoulders,Banded Shoulder Flexion,Intermediate,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Banded Shoulder Extension,Intermediate,Resistance Band,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Banded Shoulder Extension,Intermediate,Resistance Band,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Banded Shoulder Adduction,Intermediate,Resistance Band,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Banded Shoulder Adduction,Intermediate,Resistance Band,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kettlebell Front Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Kettlebell Front Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Single Knee To Chest,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Single Knee To Chest,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Pistol Squat to Box,Advanced,None,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Pistol Squat to Box,Advanced,,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Frog Pump,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Landmine Deadlift,Intermediate,Landmine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Landmine Deadlift,Intermediate,Landmine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Landmine T-Bar Row,Intermediate,Landmine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Erector Spinae,Landmine T-Bar Row,Intermediate,Landmine,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Cardio,1-2 Stick Drill,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Back / Wing,Cable Twisting Standing High Row,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Band Biceps Curl,Intermediate,Resistance Band,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Band Skull Crusher,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Single Arm Twisting Seated Cable Row,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Band Alternating Lat Pulldown,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Band Alternating Low Row with Twist,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Band Alternate Incline Chest Press,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Band Single Arm Shoulder Press,Intermediate,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Band Seated Hip External Rotation,Beginner,Resistance Band,Low,Hips,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Band Seated Hip Internal Rotation,Beginner,Resistance Band,Low,Hips,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Band Seated Row,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Triceps,Band Pushdown,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Landmine Squat,Intermediate,Landmine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
